"","Source.Label","Target.Label","Subject","SentDate","SentTime","Source","Target","MainSubject"
"2570","Bertrand Ovan","Valeria Morlun","don't text and drive!",2014-01-09,"16:01",26,34,"Work related"
"2571","Bertrand Ovan","Adan Morlun","don't text and drive!",2014-01-09,"16:01",26,35,"Work related"
"2572","Bertrand Ovan","Cecilia Morluniau","don't text and drive!",2014-01-09,"16:01",26,36,"Work related"
"2573","Bertrand Ovan","Irene Nant","don't text and drive!",2014-01-09,"16:01",26,37,"Work related"
"2574","Bertrand Ovan","Dylan Scozzese","don't text and drive!",2014-01-09,"16:01",26,38,"Work related"
"2575","Elsa Orilla","Rachel Pantanal","re: remember casino night!",2014-01-09,"16:03",12,3,"Non-work related"
"2576","Elsa Orilla","Lars Azada","re: remember casino night!",2014-01-09,"16:03",12,14,"Non-work related"
"2577","Elsa Orilla","Felix Balas","re: remember casino night!",2014-01-09,"16:03",12,15,"Non-work related"
"2578","Elsa Orilla","Isande Borrasca","re: remember casino night!",2014-01-09,"16:03",12,9,"Non-work related"
"2579","Elsa Orilla","Axel Calzas","re: remember casino night!",2014-01-09,"16:03",12,10,"Non-work related"
"2580","Elsa Orilla","Gustav Cazar","re: remember casino night!",2014-01-09,"16:03",12,19,"Non-work related"
"2581","Elsa Orilla","Lidelse Dedos","re: remember casino night!",2014-01-09,"16:03",12,16,"Non-work related"
"2582","Elsa Orilla","Birgitta Frente","re: remember casino night!",2014-01-09,"16:03",12,17,"Non-work related"
"2583","Elsa Orilla","Vira Frente","re: remember casino night!",2014-01-09,"16:03",12,20,"Non-work related"
"2584","Elsa Orilla","Adra Nubarron","re: remember casino night!",2014-01-09,"16:03",12,18,"Non-work related"
"2585","Elsa Orilla","Marin Onda","re: remember casino night!",2014-01-09,"16:03",12,8,"Non-work related"
"2586","Elsa Orilla","Kare Orilla","re: remember casino night!",2014-01-09,"16:03",12,11,"Non-work related"
"2587","Elsa Orilla","Brand Tempestad","re: remember casino night!",2014-01-09,"16:03",12,13,"Non-work related"
"2588","Elsa Orilla","Ingrid Barranco","re: remember casino night!",2014-01-09,"16:03",12,23,"Non-work related"
"2589","Elsa Orilla","Ada Campo-Corrente","re: remember casino night!",2014-01-09,"16:03",12,24,"Non-work related"
"2590","Elsa Orilla","Sten Sanjorge Jr ","re: remember casino night!",2014-01-09,"16:03",12,22,"Non-work related"
"2591","Elsa Orilla","Orhan Strum","re: remember casino night!",2014-01-09,"16:03",12,25,"Non-work related"
"2592","Elsa Orilla","Willem Vasco-Pais","re: remember casino night!",2014-01-09,"16:03",12,21,"Non-work related"
"2593","Elsa Orilla","Bertrand Ovan","re: remember casino night!",2014-01-09,"16:03",12,26,"Non-work related"
"2594","Elsa Orilla","Albina Hafon","re: remember casino night!",2014-01-09,"16:03",12,30,"Non-work related"
"2595","Elsa Orilla","Benito Hawelon","re: remember casino night!",2014-01-09,"16:03",12,31,"Non-work related"
"2596","Elsa Orilla","Claudio Hawelon","re: remember casino night!",2014-01-09,"16:03",12,32,"Non-work related"
"2597","Elsa Orilla","Henk Mies","re: remember casino night!",2014-01-09,"16:03",12,33,"Non-work related"
"2598","Elsa Orilla","Valeria Morlun","re: remember casino night!",2014-01-09,"16:03",12,34,"Non-work related"
"2599","Elsa Orilla","Adan Morlun","re: remember casino night!",2014-01-09,"16:03",12,35,"Non-work related"
"2600","Elsa Orilla","Cecilia Morluniau","re: remember casino night!",2014-01-09,"16:03",12,36,"Non-work related"
"2601","Elsa Orilla","Irene Nant","re: remember casino night!",2014-01-09,"16:03",12,37,"Non-work related"
"2602","Elsa Orilla","Dylan Scozzese","re: remember casino night!",2014-01-09,"16:03",12,38,"Non-work related"
"2603","Elsa Orilla","Lucas Alcazar","re: remember casino night!",2014-01-09,"16:03",12,40,"Non-work related"
"2604","Elsa Orilla","Isak Baza","re: remember casino night!",2014-01-09,"16:03",12,41,"Non-work related"
"2605","Elsa Orilla","Linnea Bergen","re: remember casino night!",2014-01-09,"16:03",12,39,"Non-work related"
"2606","Elsa Orilla","Nils Calixto","re: remember casino night!",2014-01-09,"16:03",12,42,"Non-work related"
"2607","Elsa Orilla","Sven Flecha","re: remember casino night!",2014-01-09,"16:03",12,43,"Non-work related"
"2608","Elsa Orilla","Hideki Cocinaro","re: remember casino night!",2014-01-09,"16:03",12,53,"Non-work related"
"2609","Elsa Orilla","Inga Ferro","re: remember casino night!",2014-01-09,"16:03",12,54,"Non-work related"
"2610","Elsa Orilla","Loreto Bodrogi","re: remember casino night!",2014-01-09,"16:03",12,52,"Non-work related"
"2611","Elsa Orilla","Isia Vann","re: remember casino night!",2014-01-09,"16:03",12,49,"Non-work related"
"2612","Elsa Orilla","Stenig Fusil","re: remember casino night!",2014-01-09,"16:03",12,46,"Non-work related"
"2613","Elsa Orilla","Hennie Osvaldo","re: remember casino night!",2014-01-09,"16:03",12,48,"Non-work related"
"2614","Elsa Orilla","Kanon Herrero","re: remember casino night!",2014-01-09,"16:03",12,44,"Non-work related"
"2615","Elsa Orilla","Varja Lagos","re: remember casino night!",2014-01-09,"16:03",12,45,"Non-work related"
"2616","Elsa Orilla","Minke Mies","re: remember casino night!",2014-01-09,"16:03",12,47,"Non-work related"
"2617","Elsa Orilla","Felix Resumir","re: remember casino night!",2014-01-09,"16:03",12,51,"Non-work related"
"2618","Elsa Orilla","Edvard Vann","re: remember casino night!",2014-01-09,"16:03",12,50,"Non-work related"
"2619","Elsa Orilla","Emile Arpa","re: remember casino night!",2014-01-09,"16:03",12,27,"Non-work related"
"2620","Elsa Orilla","Varro Awelon","re: remember casino night!",2014-01-09,"16:03",12,28,"Non-work related"
"2621","Elsa Orilla","Mat Bramar","re: remember casino night!",2014-01-09,"16:03",12,1,"Non-work related"
"2622","Elsa Orilla","Dante Coginian","re: remember casino night!",2014-01-09,"16:03",12,29,"Non-work related"
"2623","Elsa Orilla","Carla Forluniau","re: remember casino night!",2014-01-09,"16:03",12,6,"Non-work related"
"2624","Elsa Orilla","Linda Lagos","re: remember casino night!",2014-01-09,"16:03",12,4,"Non-work related"
"2625","Elsa Orilla","Cornelia Lais","re: remember casino night!",2014-01-09,"16:03",12,7,"Non-work related"
"2626","Elsa Orilla","Ruscella Mies Haber","re: remember casino night!",2014-01-09,"16:03",12,5,"Non-work related"
"2627","Elsa Orilla","Anda Ribera","re: remember casino night!",2014-01-09,"16:03",12,2,"Non-work related"
"2628","Isak Baza","Rachel Pantanal","re: remember casino night!",2014-01-09,"16:04",41,3,"Non-work related"
"2629","Isak Baza","Lars Azada","re: remember casino night!",2014-01-09,"16:04",41,14,"Non-work related"
"2630","Isak Baza","Felix Balas","re: remember casino night!",2014-01-09,"16:04",41,15,"Non-work related"
"2631","Isak Baza","Isande Borrasca","re: remember casino night!",2014-01-09,"16:04",41,9,"Non-work related"
"2632","Isak Baza","Axel Calzas","re: remember casino night!",2014-01-09,"16:04",41,10,"Non-work related"
"2633","Isak Baza","Gustav Cazar","re: remember casino night!",2014-01-09,"16:04",41,19,"Non-work related"
"2634","Isak Baza","Lidelse Dedos","re: remember casino night!",2014-01-09,"16:04",41,16,"Non-work related"
"2635","Isak Baza","Birgitta Frente","re: remember casino night!",2014-01-09,"16:04",41,17,"Non-work related"
"2636","Isak Baza","Vira Frente","re: remember casino night!",2014-01-09,"16:04",41,20,"Non-work related"
"2637","Isak Baza","Adra Nubarron","re: remember casino night!",2014-01-09,"16:04",41,18,"Non-work related"
"2638","Isak Baza","Marin Onda","re: remember casino night!",2014-01-09,"16:04",41,8,"Non-work related"
"2639","Isak Baza","Kare Orilla","re: remember casino night!",2014-01-09,"16:04",41,11,"Non-work related"
"2640","Isak Baza","Elsa Orilla","re: remember casino night!",2014-01-09,"16:04",41,12,"Non-work related"
"2641","Isak Baza","Brand Tempestad","re: remember casino night!",2014-01-09,"16:04",41,13,"Non-work related"
"2642","Isak Baza","Ingrid Barranco","re: remember casino night!",2014-01-09,"16:04",41,23,"Non-work related"
"2643","Isak Baza","Ada Campo-Corrente","re: remember casino night!",2014-01-09,"16:04",41,24,"Non-work related"
"2644","Isak Baza","Sten Sanjorge Jr ","re: remember casino night!",2014-01-09,"16:04",41,22,"Non-work related"
"2645","Isak Baza","Orhan Strum","re: remember casino night!",2014-01-09,"16:04",41,25,"Non-work related"
"2646","Isak Baza","Willem Vasco-Pais","re: remember casino night!",2014-01-09,"16:04",41,21,"Non-work related"
"2647","Isak Baza","Bertrand Ovan","re: remember casino night!",2014-01-09,"16:04",41,26,"Non-work related"
"2648","Isak Baza","Albina Hafon","re: remember casino night!",2014-01-09,"16:04",41,30,"Non-work related"
"2649","Isak Baza","Benito Hawelon","re: remember casino night!",2014-01-09,"16:04",41,31,"Non-work related"
"2650","Isak Baza","Claudio Hawelon","re: remember casino night!",2014-01-09,"16:04",41,32,"Non-work related"
"2651","Isak Baza","Henk Mies","re: remember casino night!",2014-01-09,"16:04",41,33,"Non-work related"
"2652","Isak Baza","Valeria Morlun","re: remember casino night!",2014-01-09,"16:04",41,34,"Non-work related"
"2653","Isak Baza","Adan Morlun","re: remember casino night!",2014-01-09,"16:04",41,35,"Non-work related"
"2654","Isak Baza","Cecilia Morluniau","re: remember casino night!",2014-01-09,"16:04",41,36,"Non-work related"
"2655","Isak Baza","Irene Nant","re: remember casino night!",2014-01-09,"16:04",41,37,"Non-work related"
"2656","Isak Baza","Dylan Scozzese","re: remember casino night!",2014-01-09,"16:04",41,38,"Non-work related"
"2657","Isak Baza","Lucas Alcazar","re: remember casino night!",2014-01-09,"16:04",41,40,"Non-work related"
"2658","Isak Baza","Linnea Bergen","re: remember casino night!",2014-01-09,"16:04",41,39,"Non-work related"
"2659","Isak Baza","Nils Calixto","re: remember casino night!",2014-01-09,"16:04",41,42,"Non-work related"
"2660","Isak Baza","Sven Flecha","re: remember casino night!",2014-01-09,"16:04",41,43,"Non-work related"
"2661","Isak Baza","Hideki Cocinaro","re: remember casino night!",2014-01-09,"16:04",41,53,"Non-work related"
"2662","Isak Baza","Inga Ferro","re: remember casino night!",2014-01-09,"16:04",41,54,"Non-work related"
"2663","Isak Baza","Loreto Bodrogi","re: remember casino night!",2014-01-09,"16:04",41,52,"Non-work related"
"2664","Isak Baza","Isia Vann","re: remember casino night!",2014-01-09,"16:04",41,49,"Non-work related"
"2665","Isak Baza","Stenig Fusil","re: remember casino night!",2014-01-09,"16:04",41,46,"Non-work related"
"2666","Isak Baza","Hennie Osvaldo","re: remember casino night!",2014-01-09,"16:04",41,48,"Non-work related"
"2667","Isak Baza","Kanon Herrero","re: remember casino night!",2014-01-09,"16:04",41,44,"Non-work related"
"2668","Isak Baza","Varja Lagos","re: remember casino night!",2014-01-09,"16:04",41,45,"Non-work related"
"2669","Isak Baza","Minke Mies","re: remember casino night!",2014-01-09,"16:04",41,47,"Non-work related"
"2670","Isak Baza","Felix Resumir","re: remember casino night!",2014-01-09,"16:04",41,51,"Non-work related"
"2671","Isak Baza","Edvard Vann","re: remember casino night!",2014-01-09,"16:04",41,50,"Non-work related"
"2672","Isak Baza","Emile Arpa","re: remember casino night!",2014-01-09,"16:04",41,27,"Non-work related"
"2673","Isak Baza","Varro Awelon","re: remember casino night!",2014-01-09,"16:04",41,28,"Non-work related"
"2674","Isak Baza","Mat Bramar","re: remember casino night!",2014-01-09,"16:04",41,1,"Non-work related"
"2675","Isak Baza","Dante Coginian","re: remember casino night!",2014-01-09,"16:04",41,29,"Non-work related"
"2676","Isak Baza","Carla Forluniau","re: remember casino night!",2014-01-09,"16:04",41,6,"Non-work related"
"2677","Isak Baza","Linda Lagos","re: remember casino night!",2014-01-09,"16:04",41,4,"Non-work related"
"2678","Isak Baza","Cornelia Lais","re: remember casino night!",2014-01-09,"16:04",41,7,"Non-work related"
"2679","Isak Baza","Ruscella Mies Haber","re: remember casino night!",2014-01-09,"16:04",41,5,"Non-work related"
"2680","Isak Baza","Anda Ribera","re: remember casino night!",2014-01-09,"16:04",41,2,"Non-work related"
"2681","Kare Orilla","Elsa Orilla","re: gis update",2014-01-09,"16:07",11,12,"Work related"
"2682","Kare Orilla","Gustav Cazar","re: gis update",2014-01-09,"16:07",11,19,"Work related"
"2683","Kare Orilla","Vira Frente","re: gis update",2014-01-09,"16:07",11,20,"Work related"
"2684","Kare Orilla","Lars Azada","re: gis update",2014-01-09,"16:07",11,14,"Work related"
"2685","Kare Orilla","Adra Nubarron","re: gis update",2014-01-09,"16:07",11,18,"Work related"
"2686","Kare Orilla","Felix Balas","re: gis update",2014-01-09,"16:07",11,15,"Work related"
"2687","Kare Orilla","Axel Calzas","re: gis update",2014-01-09,"16:07",11,10,"Work related"
"2688","Kare Orilla","Marin Onda","re: gis update",2014-01-09,"16:07",11,8,"Work related"
"2689","Kare Orilla","Lidelse Dedos","re: gis update",2014-01-09,"16:07",11,16,"Work related"
"2690","Kare Orilla","Brand Tempestad","re: gis update",2014-01-09,"16:07",11,13,"Work related"
"2691","Lidelse Dedos","Vira Frente","gis update",2014-01-09,"16:11",16,20,"Work related"
"2692","Lidelse Dedos","Marin Onda","gis update",2014-01-09,"16:11",16,8,"Work related"
"2693","Lidelse Dedos","Gustav Cazar","gis update",2014-01-09,"16:11",16,19,"Work related"
"2694","Lidelse Dedos","Birgitta Frente","gis update",2014-01-09,"16:11",16,17,"Work related"
"2695","Lidelse Dedos","Axel Calzas","gis update",2014-01-09,"16:11",16,10,"Work related"
"2696","Lidelse Dedos","Felix Balas","gis update",2014-01-09,"16:11",16,15,"Work related"
"2697","Lidelse Dedos","Brand Tempestad","gis update",2014-01-09,"16:11",16,13,"Work related"
"2698","Lidelse Dedos","Lars Azada","gis update",2014-01-09,"16:11",16,14,"Work related"
"2699","Lidelse Dedos","Adra Nubarron","gis update",2014-01-09,"16:11",16,18,"Work related"
"2700","Lidelse Dedos","Kare Orilla","gis update",2014-01-09,"16:11",16,11,"Work related"
"2701","Claudio Hawelon","Adan Morlun","re: facilities preparations for vip visit",2014-01-09,"16:14",32,35,"Work related"
"2702","Claudio Hawelon","Dante Coginian","re: facilities preparations for vip visit",2014-01-09,"16:14",32,29,"Work related"
"2703","Claudio Hawelon","Henk Mies","re: facilities preparations for vip visit",2014-01-09,"16:14",32,33,"Work related"
"2704","Claudio Hawelon","Dylan Scozzese","re: facilities preparations for vip visit",2014-01-09,"16:14",32,38,"Work related"
"2705","Claudio Hawelon","Irene Nant","re: facilities preparations for vip visit",2014-01-09,"16:14",32,37,"Work related"
"2706","Claudio Hawelon","Cecilia Morluniau","re: facilities preparations for vip visit",2014-01-09,"16:14",32,36,"Work related"
"2707","Claudio Hawelon","Varro Awelon","re: facilities preparations for vip visit",2014-01-09,"16:14",32,28,"Work related"
"2708","Claudio Hawelon","Albina Hafon","re: facilities preparations for vip visit",2014-01-09,"16:14",32,30,"Work related"
"2709","Lars Azada","Rachel Pantanal","re: remember casino night!",2014-01-09,"16:16",14,3,"Non-work related"
"2710","Lars Azada","Felix Balas","re: remember casino night!",2014-01-09,"16:16",14,15,"Non-work related"
"2711","Lars Azada","Isande Borrasca","re: remember casino night!",2014-01-09,"16:16",14,9,"Non-work related"
"2712","Lars Azada","Axel Calzas","re: remember casino night!",2014-01-09,"16:16",14,10,"Non-work related"
"2713","Lars Azada","Gustav Cazar","re: remember casino night!",2014-01-09,"16:16",14,19,"Non-work related"
"2714","Lars Azada","Lidelse Dedos","re: remember casino night!",2014-01-09,"16:16",14,16,"Non-work related"
"2715","Lars Azada","Birgitta Frente","re: remember casino night!",2014-01-09,"16:16",14,17,"Non-work related"
"2716","Lars Azada","Vira Frente","re: remember casino night!",2014-01-09,"16:16",14,20,"Non-work related"
"2717","Lars Azada","Adra Nubarron","re: remember casino night!",2014-01-09,"16:16",14,18,"Non-work related"
"2718","Lars Azada","Marin Onda","re: remember casino night!",2014-01-09,"16:16",14,8,"Non-work related"
"2719","Lars Azada","Kare Orilla","re: remember casino night!",2014-01-09,"16:16",14,11,"Non-work related"
"2720","Lars Azada","Elsa Orilla","re: remember casino night!",2014-01-09,"16:16",14,12,"Non-work related"
"2721","Lars Azada","Brand Tempestad","re: remember casino night!",2014-01-09,"16:16",14,13,"Non-work related"
"2722","Lars Azada","Ingrid Barranco","re: remember casino night!",2014-01-09,"16:16",14,23,"Non-work related"
"2723","Lars Azada","Ada Campo-Corrente","re: remember casino night!",2014-01-09,"16:16",14,24,"Non-work related"
"2724","Lars Azada","Sten Sanjorge Jr ","re: remember casino night!",2014-01-09,"16:16",14,22,"Non-work related"
"2725","Lars Azada","Orhan Strum","re: remember casino night!",2014-01-09,"16:16",14,25,"Non-work related"
"2726","Lars Azada","Willem Vasco-Pais","re: remember casino night!",2014-01-09,"16:16",14,21,"Non-work related"
"2727","Lars Azada","Bertrand Ovan","re: remember casino night!",2014-01-09,"16:16",14,26,"Non-work related"
"2728","Lars Azada","Albina Hafon","re: remember casino night!",2014-01-09,"16:16",14,30,"Non-work related"
"2729","Lars Azada","Benito Hawelon","re: remember casino night!",2014-01-09,"16:16",14,31,"Non-work related"
"2730","Lars Azada","Claudio Hawelon","re: remember casino night!",2014-01-09,"16:16",14,32,"Non-work related"
"2731","Lars Azada","Henk Mies","re: remember casino night!",2014-01-09,"16:16",14,33,"Non-work related"
"2732","Lars Azada","Valeria Morlun","re: remember casino night!",2014-01-09,"16:16",14,34,"Non-work related"
"2733","Lars Azada","Adan Morlun","re: remember casino night!",2014-01-09,"16:16",14,35,"Non-work related"
"2734","Lars Azada","Cecilia Morluniau","re: remember casino night!",2014-01-09,"16:16",14,36,"Non-work related"
"2735","Lars Azada","Irene Nant","re: remember casino night!",2014-01-09,"16:16",14,37,"Non-work related"
"2736","Lars Azada","Dylan Scozzese","re: remember casino night!",2014-01-09,"16:16",14,38,"Non-work related"
"2737","Lars Azada","Lucas Alcazar","re: remember casino night!",2014-01-09,"16:16",14,40,"Non-work related"
"2738","Lars Azada","Isak Baza","re: remember casino night!",2014-01-09,"16:16",14,41,"Non-work related"
"2739","Lars Azada","Linnea Bergen","re: remember casino night!",2014-01-09,"16:16",14,39,"Non-work related"
"2740","Lars Azada","Nils Calixto","re: remember casino night!",2014-01-09,"16:16",14,42,"Non-work related"
"2741","Lars Azada","Sven Flecha","re: remember casino night!",2014-01-09,"16:16",14,43,"Non-work related"
"2742","Lars Azada","Hideki Cocinaro","re: remember casino night!",2014-01-09,"16:16",14,53,"Non-work related"
"2743","Lars Azada","Inga Ferro","re: remember casino night!",2014-01-09,"16:16",14,54,"Non-work related"
"2744","Lars Azada","Loreto Bodrogi","re: remember casino night!",2014-01-09,"16:16",14,52,"Non-work related"
"2745","Lars Azada","Isia Vann","re: remember casino night!",2014-01-09,"16:16",14,49,"Non-work related"
"2746","Lars Azada","Stenig Fusil","re: remember casino night!",2014-01-09,"16:16",14,46,"Non-work related"
"2747","Lars Azada","Hennie Osvaldo","re: remember casino night!",2014-01-09,"16:16",14,48,"Non-work related"
"2748","Lars Azada","Kanon Herrero","re: remember casino night!",2014-01-09,"16:16",14,44,"Non-work related"
"2749","Lars Azada","Varja Lagos","re: remember casino night!",2014-01-09,"16:16",14,45,"Non-work related"
"2750","Lars Azada","Minke Mies","re: remember casino night!",2014-01-09,"16:16",14,47,"Non-work related"
"2751","Lars Azada","Felix Resumir","re: remember casino night!",2014-01-09,"16:16",14,51,"Non-work related"
"2752","Lars Azada","Edvard Vann","re: remember casino night!",2014-01-09,"16:16",14,50,"Non-work related"
"2753","Lars Azada","Emile Arpa","re: remember casino night!",2014-01-09,"16:16",14,27,"Non-work related"
"2754","Lars Azada","Varro Awelon","re: remember casino night!",2014-01-09,"16:16",14,28,"Non-work related"
"2755","Lars Azada","Mat Bramar","re: remember casino night!",2014-01-09,"16:16",14,1,"Non-work related"
"2756","Lars Azada","Dante Coginian","re: remember casino night!",2014-01-09,"16:16",14,29,"Non-work related"
"2757","Lars Azada","Carla Forluniau","re: remember casino night!",2014-01-09,"16:16",14,6,"Non-work related"
"2758","Lars Azada","Linda Lagos","re: remember casino night!",2014-01-09,"16:16",14,4,"Non-work related"
"2759","Lars Azada","Cornelia Lais","re: remember casino night!",2014-01-09,"16:16",14,7,"Non-work related"
"2760","Lars Azada","Ruscella Mies Haber","re: remember casino night!",2014-01-09,"16:16",14,5,"Non-work related"
"2761","Lars Azada","Anda Ribera","re: remember casino night!",2014-01-09,"16:16",14,2,"Non-work related"
"2762","Isia Vann","Loreto Bodrogi","re: security update: how to handle reporters on the grounds",2014-01-09,"16:20",49,52,"Work related"
"2763","Isia Vann","Edvard Vann","re: security update: how to handle reporters on the grounds",2014-01-09,"16:20",49,50,"Work related"
"2764","Isia Vann","Hideki Cocinaro","re: security update: how to handle reporters on the grounds",2014-01-09,"16:20",49,53,"Work related"
"2765","Adan Morlun","Dante Coginian","re: document stuck",2014-01-09,"16:25",35,29,"Work related"
"2766","Dante Coginian","Felix Resumir","re: they need that report today",2014-01-09,"16:25",29,51,"Work related"
"2767","Rachel Pantanal","Mat Bramar","missing sweater",2014-01-09,"16:25",3,1,"Non-work related"
"2768","Rachel Pantanal","Anda Ribera","missing sweater",2014-01-09,"16:25",3,2,"Non-work related"
"2769","Rachel Pantanal","Linda Lagos","missing sweater",2014-01-09,"16:25",3,4,"Non-work related"
"2770","Rachel Pantanal","Ruscella Mies Haber","missing sweater",2014-01-09,"16:25",3,5,"Non-work related"
"2771","Rachel Pantanal","Carla Forluniau","missing sweater",2014-01-09,"16:25",3,6,"Non-work related"
"2772","Rachel Pantanal","Cornelia Lais","missing sweater",2014-01-09,"16:25",3,7,"Non-work related"
"2773","Kanon Herrero","Rachel Pantanal","re: remember casino night!",2014-01-09,"16:26",44,3,"Non-work related"
"2774","Kanon Herrero","Lars Azada","re: remember casino night!",2014-01-09,"16:26",44,14,"Non-work related"
"2775","Kanon Herrero","Felix Balas","re: remember casino night!",2014-01-09,"16:26",44,15,"Non-work related"
"2776","Kanon Herrero","Isande Borrasca","re: remember casino night!",2014-01-09,"16:26",44,9,"Non-work related"
"2777","Kanon Herrero","Axel Calzas","re: remember casino night!",2014-01-09,"16:26",44,10,"Non-work related"
"2778","Kanon Herrero","Gustav Cazar","re: remember casino night!",2014-01-09,"16:26",44,19,"Non-work related"
"2779","Kanon Herrero","Lidelse Dedos","re: remember casino night!",2014-01-09,"16:26",44,16,"Non-work related"
"2780","Kanon Herrero","Birgitta Frente","re: remember casino night!",2014-01-09,"16:26",44,17,"Non-work related"
"2781","Kanon Herrero","Vira Frente","re: remember casino night!",2014-01-09,"16:26",44,20,"Non-work related"
"2782","Kanon Herrero","Adra Nubarron","re: remember casino night!",2014-01-09,"16:26",44,18,"Non-work related"
"2783","Kanon Herrero","Marin Onda","re: remember casino night!",2014-01-09,"16:26",44,8,"Non-work related"
"2784","Kanon Herrero","Kare Orilla","re: remember casino night!",2014-01-09,"16:26",44,11,"Non-work related"
"2785","Kanon Herrero","Elsa Orilla","re: remember casino night!",2014-01-09,"16:26",44,12,"Non-work related"
"2786","Kanon Herrero","Brand Tempestad","re: remember casino night!",2014-01-09,"16:26",44,13,"Non-work related"
"2787","Kanon Herrero","Ingrid Barranco","re: remember casino night!",2014-01-09,"16:26",44,23,"Non-work related"
"2788","Kanon Herrero","Ada Campo-Corrente","re: remember casino night!",2014-01-09,"16:26",44,24,"Non-work related"
"2789","Kanon Herrero","Sten Sanjorge Jr ","re: remember casino night!",2014-01-09,"16:26",44,22,"Non-work related"
"2790","Kanon Herrero","Orhan Strum","re: remember casino night!",2014-01-09,"16:26",44,25,"Non-work related"
"2791","Kanon Herrero","Willem Vasco-Pais","re: remember casino night!",2014-01-09,"16:26",44,21,"Non-work related"
"2792","Kanon Herrero","Bertrand Ovan","re: remember casino night!",2014-01-09,"16:26",44,26,"Non-work related"
"2793","Kanon Herrero","Albina Hafon","re: remember casino night!",2014-01-09,"16:26",44,30,"Non-work related"
"2794","Kanon Herrero","Benito Hawelon","re: remember casino night!",2014-01-09,"16:26",44,31,"Non-work related"
"2795","Kanon Herrero","Claudio Hawelon","re: remember casino night!",2014-01-09,"16:26",44,32,"Non-work related"
"2796","Kanon Herrero","Henk Mies","re: remember casino night!",2014-01-09,"16:26",44,33,"Non-work related"
"2797","Kanon Herrero","Valeria Morlun","re: remember casino night!",2014-01-09,"16:26",44,34,"Non-work related"
"2798","Kanon Herrero","Adan Morlun","re: remember casino night!",2014-01-09,"16:26",44,35,"Non-work related"
"2799","Kanon Herrero","Cecilia Morluniau","re: remember casino night!",2014-01-09,"16:26",44,36,"Non-work related"
"2800","Kanon Herrero","Irene Nant","re: remember casino night!",2014-01-09,"16:26",44,37,"Non-work related"
"2801","Kanon Herrero","Dylan Scozzese","re: remember casino night!",2014-01-09,"16:26",44,38,"Non-work related"
"2802","Kanon Herrero","Lucas Alcazar","re: remember casino night!",2014-01-09,"16:26",44,40,"Non-work related"
"2803","Kanon Herrero","Isak Baza","re: remember casino night!",2014-01-09,"16:26",44,41,"Non-work related"
"2804","Kanon Herrero","Linnea Bergen","re: remember casino night!",2014-01-09,"16:26",44,39,"Non-work related"
"2805","Kanon Herrero","Nils Calixto","re: remember casino night!",2014-01-09,"16:26",44,42,"Non-work related"
"2806","Kanon Herrero","Sven Flecha","re: remember casino night!",2014-01-09,"16:26",44,43,"Non-work related"
"2807","Kanon Herrero","Hideki Cocinaro","re: remember casino night!",2014-01-09,"16:26",44,53,"Non-work related"
"2808","Kanon Herrero","Inga Ferro","re: remember casino night!",2014-01-09,"16:26",44,54,"Non-work related"
"2809","Kanon Herrero","Loreto Bodrogi","re: remember casino night!",2014-01-09,"16:26",44,52,"Non-work related"
"2810","Kanon Herrero","Isia Vann","re: remember casino night!",2014-01-09,"16:26",44,49,"Non-work related"
"2811","Kanon Herrero","Stenig Fusil","re: remember casino night!",2014-01-09,"16:26",44,46,"Non-work related"
"2812","Kanon Herrero","Hennie Osvaldo","re: remember casino night!",2014-01-09,"16:26",44,48,"Non-work related"
"2813","Kanon Herrero","Varja Lagos","re: remember casino night!",2014-01-09,"16:26",44,45,"Non-work related"
"2814","Kanon Herrero","Minke Mies","re: remember casino night!",2014-01-09,"16:26",44,47,"Non-work related"
"2815","Kanon Herrero","Felix Resumir","re: remember casino night!",2014-01-09,"16:26",44,51,"Non-work related"
"2816","Kanon Herrero","Edvard Vann","re: remember casino night!",2014-01-09,"16:26",44,50,"Non-work related"
"2817","Kanon Herrero","Emile Arpa","re: remember casino night!",2014-01-09,"16:26",44,27,"Non-work related"
"2818","Kanon Herrero","Varro Awelon","re: remember casino night!",2014-01-09,"16:26",44,28,"Non-work related"
"2819","Kanon Herrero","Mat Bramar","re: remember casino night!",2014-01-09,"16:26",44,1,"Non-work related"
"2820","Kanon Herrero","Dante Coginian","re: remember casino night!",2014-01-09,"16:26",44,29,"Non-work related"
"2821","Kanon Herrero","Carla Forluniau","re: remember casino night!",2014-01-09,"16:26",44,6,"Non-work related"
"2822","Kanon Herrero","Linda Lagos","re: remember casino night!",2014-01-09,"16:26",44,4,"Non-work related"
"2823","Kanon Herrero","Cornelia Lais","re: remember casino night!",2014-01-09,"16:26",44,7,"Non-work related"
"2824","Kanon Herrero","Ruscella Mies Haber","re: remember casino night!",2014-01-09,"16:26",44,5,"Non-work related"
"2825","Kanon Herrero","Anda Ribera","re: remember casino night!",2014-01-09,"16:26",44,2,"Non-work related"
"2826","Axel Calzas","Rachel Pantanal","re: remember casino night!",2014-01-09,"16:32",10,3,"Non-work related"
"2827","Axel Calzas","Lars Azada","re: remember casino night!",2014-01-09,"16:32",10,14,"Non-work related"
"2828","Axel Calzas","Felix Balas","re: remember casino night!",2014-01-09,"16:32",10,15,"Non-work related"
"2829","Axel Calzas","Isande Borrasca","re: remember casino night!",2014-01-09,"16:32",10,9,"Non-work related"
